id,en,de,fr,es
Q298,Chile,Chile,Chili,Chile
Q23442,island,Insel,île,isla
Q81096,engineer,Ingenieur,ingénieur,ingeniero
Q820655,legislation,Gesetz,loi,ley
Q482980,Author,Autor,auteur,autor
Q3305213,painting,Gemälde,peinture,pintura
Q1281618,sculptor,Bildhauer,sculpteur,escultor
Q219,Bulgaria,Bulgarien,Bulgarie,Bulgaria
Q11032,newspaper,Zeitung,journal,periódico
Q847,tennis,Tennis,tennis,tenis
Q42973,architect,Architekt,architecte,arquitecto
Q1490,Tokyo,Tokio,Tokyo,Tokio
Q794,Iran,Iran,Iran,Irán
Q1741,Vienna,Wien,Vienne,Viena
Q39631,physician,Arzt,médecin,médico
Q41,Greece,Griechenland,Grèce,Grecia
Q132,Sunday,Sonntag,dimanche,domingo
Q639669,musician,Musiker,musicien,músico
Q34442,road,Straße,route,carretera
Q1085,Prague,Prag,Prague,Praga
Q201788,historian,Historiker,historien,historiador
Q6881511,enterprise,Unternehmen,entreprise,empresa
Q7366,song,Lied,chanson,canción
Q40348,lawyer,Rechtsanwalt,avocat,abogado
Q35,Denmark,Dänemark,Danemark,Dinamarca
Q414,Argentina,Argentinien,Argentine,Argentina
Q649,Moscow,Moskau,Moscou,Moscú
Q36834,composer,Komponist,compositeur,compositor
Q218,Romania,Rumänien,Roumanie,Rumania
Q40,Austria,Österreich,Autriche,Austria
Q31,Belgium,Belgien,Belgique,Bélgica
Q212,Ukraine,Ukraine,Ukraine,Ucrania
Q49757,poet,Dichter,poète,poeta
Q17172850,voice,Stimme,voix,voz
Q39,Switzerland,Schweiz,Suisse,Suiza
Q33,Finland,Finnland,Finlande,Finlandia
Q177220,singer,Sänger,chanteur,cantante
Q43,Turkey,Türkei,Turquie,Turquía
Q5084,hamlet,Weiler,hameau,aldea
Q20,Norway,Norwegen,Norvège,Noruega
Q1930187,journalist,Journalist,journaliste,periodista
Q36,Poland,Polen,Pologne,Polonia
Q1028181,painter,Maler,peintre,pintor
Q3863,asteroid,Asteroid,astéroïde,asteroide
Q34,Sweden,Schweden,Suède,Suecia
Q408,Australia,Australien,Australie,Australia
Q668,India,Indien,Inde,India
Q11424,film,Film,film,película
Q33999,actor,Schauspieler,acteur,actor
Q7737,Russian,Russisch,russe,ruso
Q36180,writer,Schriftsteller,écrivain,escritor
Q155,Brazil,Brasilien,Brésil,Brasil
Q7432,species,Art,espèce,especie
Q188,German,Deutsch,allemand,alemán
Q29,Spain,Spanien,Espagne,España
Q159,Russia,Russland,Russie,Rusia
Q142,France,Frankreich,France,Francia
Q1860,English,Englisch,anglais,inglés
